step,timestamp,replicas,ready_replicas,cpu_millicores,memory_mib,rps_target,latency_p90_ms,success_rate,llm_decision,scale_event,llm_model,llm_variant,llm_tokens,llm_latency_ms,workload_type,decision_timeout
0,2026-07-17 19:04:20,1,3,3,35,960,91.6,1.0,1,1,gpt-oss-120b,cot,656,60946.91832503304,CPU-intensive,0
1,2026-07-17 19:06:22,2,0,501,13,1022,4.5,0.0,2,1,gpt-oss-120b,cot,766,1187.6731310039759,CPU-intensive,0
2,2026-07-17 19:07:24,13,2,806,26,1122,1204.9,1.0,13,1,gpt-oss-120b,cot,632,399.92588525637984,CPU-intensive,0
3,2026-07-17 19:08:29,1,13,683,147,1096,61.8,1.0,1,1,gpt-oss-120b,cot,791,872.0717402175069,CPU-intensive,0
4,2026-07-17 19:09:31,1,0,488,13,905,4.5,0.0,1,0,gpt-oss-120b,cot,790,474.24150025472045,CPU-intensive,0
5,2026-07-17 19:10:31,12,1,501,13,703,2395.5,0.4,12,1,gpt-oss-120b,cot,692,620.1360039412975,CPU-intensive,0
6,2026-07-17 19:11:40,1,12,498,134,572,70.1,1.0,1,1,gpt-oss-120b,cot,790,945.3300358727574,CPU-intensive,0
7,2026-07-17 19:12:42,14,1,497,13,486,5019.7,0.3,14,1,gpt-oss-120b,cot,606,473.2099510729313,CPU-intensive,0
8,2026-07-17 19:13:59,2,14,500,156,458,40.1,1.0,2,1,gpt-oss-120b,cot,736,738.8209002092481,CPU-intensive,0
9,2026-07-17 19:15:01,5,2,461,24,488,502.3,1.0,5,1,gpt-oss-120b,cot,595,418.45742613077164,CPU-intensive,0
10,2026-07-17 19:16:03,1,5,489,57,515,79.0,1.0,1,1,gpt-oss-120b,cot,790,1606.4285011962056,CPU-intensive,0
11,2026-07-17 19:17:05,1,0,420,13,592,4.5,0.0,1,0,gpt-oss-120b,cot,790,644.9710419401526,CPU-intensive,0
12,2026-07-17 19:18:06,1,1,500,14,786,5.0,0.0,1,0,gpt-oss-120b,cot,790,632.2970390319824,CPU-intensive,0
13,2026-07-17 19:19:07,14,1,499,14,1041,5007.8,0.0,14,1,gpt-oss-120b,cot,638,476.9182959571481,CPU-intensive,0
14,2026-07-17 19:20:13,1,14,782,156,1258,84.2,1.0,1,1,gpt-oss-120b,cot,791,513.4140769951046,CPU-intensive,0
15,2026-07-17 19:21:14,3,0,500,14,1359,4.5,0.0,3,1,gpt-oss-120b,cot,771,513.1138940341771,CPU-intensive,0
16,2026-07-17 19:22:15,1,3,1437,39,1406,122.7,1.0,1,1,gpt-oss-120b,cot,791,531.4715798012912,CPU-intensive,0
