step,timestamp,replicas,ready_replicas,cpu_millicores,memory_mib,rps_target,latency_p90_ms,success_rate,llm_decision,scale_event,llm_model,llm_variant,llm_tokens,llm_latency_ms,workload_type,decision_timeout
0,2026-07-17 16:57:54,3,3,32,33,960,149.9,1.0,3,0,gpt-oss-120b,domain,478,33808.65247733891,CPU-intensive,0
1,2026-07-17 16:59:29,6,3,679,33,1022,234.2,1.0,6,1,gpt-oss-120b,domain,438,30736.523072235286,CPU-intensive,0
2,2026-07-17 17:01:01,6,6,712,66,1122,62.0,1.0,6,0,gpt-oss-120b,domain,465,295.0577810406685,CPU-intensive,0
3,2026-07-17 17:02:02,9,6,628,66,1096,393.3,1.0,9,1,gpt-oss-120b,domain,498,450.00922586768866,CPU-intensive,0
4,2026-07-17 17:03:03,6,9,588,99,905,40.3,1.0,6,1,gpt-oss-120b,domain,488,352.6753396727145,CPU-intensive,0
5,2026-07-17 17:04:04,6,6,539,66,703,77.8,1.0,6,0,gpt-oss-120b,domain,469,1158.1521332263947,CPU-intensive,0
6,2026-07-17 17:05:06,6,6,469,66,572,57.1,1.0,6,0,gpt-oss-120b,domain,468,1198.5067608766258,CPU-intensive,0
7,2026-07-17 17:06:08,6,6,435,67,486,112.0,1.0,6,0,gpt-oss-120b,domain,484,480.17077427357435,CPU-intensive,0
8,2026-07-17 17:07:09,6,6,435,66,458,150.0,1.0,6,0,gpt-oss-120b,domain,493,600.3682077862322,CPU-intensive,0
9,2026-07-17 17:08:11,9,6,455,66,488,469.1,1.0,9,1,gpt-oss-120b,domain,449,360.80405581742525,CPU-intensive,0
10,2026-07-17 17:09:12,6,9,494,99,515,38.2,1.0,6,1,gpt-oss-120b,domain,469,624.8802868649364,CPU-intensive,0
11,2026-07-17 17:10:13,6,6,518,67,592,80.9,1.0,6,0,gpt-oss-120b,domain,491,702.0704597234726,CPU-intensive,0
12,2026-07-17 17:11:15,6,6,670,66,786,59.2,1.0,6,0,gpt-oss-120b,domain,439,506.1633959412575,CPU-intensive,0
13,2026-07-17 17:12:16,6,6,702,66,1041,93.9,1.0,6,0,gpt-oss-120b,domain,453,582.5742539018393,CPU-intensive,0
14,2026-07-17 17:13:17,6,6,773,66,1258,92.1,1.0,6,0,gpt-oss-120b,domain,447,511.8847410194576,CPU-intensive,0
15,2026-07-17 17:14:18,6,6,802,66,1359,107.8,1.0,6,0,gpt-oss-120b,domain,449,60643.27820390463,CPU-intensive,0
16,2026-07-17 17:16:20,9,6,773,67,1406,216.6,1.0,9,1,gpt-oss-120b,domain,503,308.61455388367176,CPU-intensive,0
17,2026-07-17 17:17:21,9,9,778,99,1405,60.5,1.0,9,0,gpt-oss-120b,domain,480,505.32371597364545,CPU-intensive,0
18,2026-07-17 17:18:22,9,9,809,99,1396,109.4,1.0,9,0,gpt-oss-120b,domain,492,354.47942093014717,CPU-intensive,0
19,2026-07-17 17:19:24,9,9,844,99,1411,88.3,1.0,9,0,gpt-oss-120b,domain,474,317.3126890324056,CPU-intensive,0
20,2026-07-17 17:20:25,9,9,727,100,1437,56.5,1.0,9,0,gpt-oss-120b,domain,472,296.17234179750085,CPU-intensive,0
21,2026-07-17 17:21:25,9,9,671,99,1392,147.1,1.0,9,0,gpt-oss-120b,domain,543,846.8071413226426,CPU-intensive,0
22,2026-07-17 17:22:27,9,9,658,99,1242,51.6,1.0,9,0,gpt-oss-120b,domain,495,335.9054462052882,CPU-intensive,0
23,2026-07-17 17:23:28,9,9,657,99,1054,81.8,1.0,9,0,gpt-oss-120b,domain,464,276.84668684378266,CPU-intensive,0
24,2026-07-17 17:24:29,6,9,668,99,968,38.7,1.0,6,1,gpt-oss-120b,domain,484,498.94440080970526,CPU-intensive,0
25,2026-07-17 17:25:30,6,6,716,66,1008,57.7,1.0,6,0,gpt-oss-120b,domain,453,350.77671892941,CPU-intensive,0
26,2026-07-17 17:26:31,6,6,624,67,1107,88.7,1.0,6,0,gpt-oss-120b,domain,489,287.7173940651119,CPU-intensive,0
27,2026-07-17 17:27:32,6,6,571,66,1108,110.0,1.0,6,0,gpt-oss-120b,domain,465,435.42665895074606,CPU-intensive,0
28,2026-07-17 17:28:33,6,6,491,66,998,84.4,1.0,6,0,gpt-oss-120b,domain,489,396.59560937434435,CPU-intensive,0
29,2026-07-17 17:29:34,6,6,515,66,817,62.6,1.0,6,0,gpt-oss-120b,domain,469,389.99379286542535,CPU-intensive,0
30,2026-07-17 17:30:35,3,6,450,66,655,39.4,1.0,3,1,gpt-oss-120b,domain,494,376.27789890393615,CPU-intensive,0
31,2026-07-17 17:31:36,6,3,459,33,560,189.4,1.0,6,1,gpt-oss-120b,domain,488,1481.5016058273613,CPU-intensive,0
32,2026-07-17 17:32:39,6,6,443,66,517,63.4,1.0,6,0,gpt-oss-120b,domain,498,332.59130734950304,CPU-intensive,0
33,2026-07-17 17:33:40,6,6,519,66,533,107.0,1.0,6,0,gpt-oss-120b,domain,480,337.062394246459,CPU-intensive,0
34,2026-07-17 17:34:41,3,6,570,66,548,41.4,1.0,3,1,gpt-oss-120b,domain,539,429.48166793212295,CPU-intensive,0
35,2026-07-17 17:35:42,6,3,692,34,596,197.5,1.0,6,1,gpt-oss-120b,domain,580,8432.863872963935,CPU-intensive,0
36,2026-07-17 17:36:51,6,6,779,68,768,79.6,1.0,6,0,gpt-oss-120b,domain,455,356.6735265776515,CPU-intensive,0
37,2026-07-17 17:37:52,6,6,801,68,1035,115.2,1.0,6,0,gpt-oss-120b,domain,474,461.16836415603757,CPU-intensive,0
38,2026-07-17 17:38:54,6,6,876,68,1295,95.5,1.0,6,0,gpt-oss-120b,domain,451,443.19871813058853,CPU-intensive,0
39,2026-07-17 17:39:55,6,6,869,68,1435,102.9,1.0,6,0,gpt-oss-120b,domain,465,373.6522779799998,CPU-intensive,0
40,2026-07-17 17:40:56,6,6,853,68,1538,81.0,1.0,6,0,gpt-oss-120b,domain,452,325.3451259806752,CPU-intensive,0
41,2026-07-17 17:41:57,6,6,858,68,1547,79.5,1.0,6,0,gpt-oss-120b,domain,459,321.6555481776595,CPU-intensive,0
42,2026-07-17 17:42:58,6,6,937,68,1562,72.3,1.0,6,0,gpt-oss-120b,domain,436,286.1256031319499,CPU-intensive,0
43,2026-07-17 17:43:59,6,6,887,68,1588,126.3,1.0,6,0,gpt-oss-120b,domain,482,473.5973821952939,CPU-intensive,0
44,2026-07-17 17:45:00,6,6,833,68,1649,117.1,1.0,6,0,gpt-oss-120b,domain,449,2348.241627216339,CPU-intensive,0
45,2026-07-17 17:46:04,6,6,756,68,1697,132.6,1.0,6,0,gpt-oss-120b,domain,478,719.6704680100083,CPU-intensive,0
46,2026-07-17 17:47:05,3,6,747,68,1578,36.9,1.0,3,1,gpt-oss-120b,domain,443,519.6516779251397,CPU-intensive,0
47,2026-07-17 17:48:07,6,3,805,35,1340,370.5,1.0,6,1,gpt-oss-120b,domain,571,799.6327946893871,CPU-intensive,0
48,2026-07-17 17:49:09,6,6,884,68,1242,111.8,1.0,6,0,gpt-oss-120b,domain,465,560.1159641519189,CPU-intensive,0
49,2026-07-17 17:50:10,6,6,816,68,1264,113.5,1.0,6,0,gpt-oss-120b,domain,453,545.0158501043916,CPU-intensive,0
50,2026-07-17 17:51:12,6,6,725,68,1372,69.2,1.0,6,0,gpt-oss-120b,domain,476,592.6369712688029,CPU-intensive,0
51,2026-07-17 17:52:13,6,6,560,68,1378,50.8,1.0,6,0,gpt-oss-120b,domain,485,692.461783066392,CPU-intensive,0
52,2026-07-17 17:53:14,9,6,563,68,1223,244.9,1.0,9,1,gpt-oss-120b,domain,515,672.7126119658351,CPU-intensive,0
53,2026-07-17 17:54:16,9,9,506,101,1002,60.2,1.0,9,0,gpt-oss-120b,domain,478,594.765312038362,CPU-intensive,0
54,2026-07-17 17:55:17,9,9,518,101,802,65.8,1.0,9,0,gpt-oss-120b,domain,460,1045.6428662873805,CPU-intensive,0
55,2026-07-17 17:56:19,6,9,498,101,688,37.3,1.0,6,1,gpt-oss-120b,domain,481,60924.34444464743,CPU-intensive,0
56,2026-07-17 17:58:20,6,6,615,68,653,71.6,1.0,6,0,gpt-oss-120b,domain,430,299.87181071192026,CPU-intensive,0
57,2026-07-17 17:59:21,9,6,719,68,669,168.7,1.0,9,1,gpt-oss-120b,domain,485,292.33061661943793,CPU-intensive,0
58,2026-07-17 18:00:22,9,9,782,101,650,77.5,1.0,9,0,gpt-oss-120b,domain,491,698.6180823296309,CPU-intensive,0
59,2026-07-17 18:01:24,9,9,852,101,678,76.7,1.0,9,0,gpt-oss-120b,domain,450,278.3388448879123,CPU-intensive,0
60,2026-07-17 18:02:25,12,9,867,101,853,173.4,1.0,12,1,gpt-oss-120b,domain,479,462.1891127899289,CPU-intensive,0
61,2026-07-17 18:03:26,12,12,901,134,1133,68.2,1.0,12,0,gpt-oss-120b,domain,491,399.25495674833655,CPU-intensive,0
62,2026-07-17 18:04:27,12,12,885,134,1404,89.7,1.0,12,0,gpt-oss-120b,domain,497,310.0462630391121,CPU-intensive,0
63,2026-07-17 18:05:28,12,12,933,134,1555,70.5,1.0,12,0,gpt-oss-120b,domain,505,2384.5733357593417,CPU-intensive,0
64,2026-07-17 18:06:31,12,12,921,134,1670,75.2,1.0,12,0,gpt-oss-120b,domain,491,313.63412411883473,CPU-intensive,0
65,2026-07-17 18:07:32,12,12,926,134,1691,80.7,1.0,12,0,gpt-oss-120b,domain,483,289.5492371171713,CPU-intensive,0
66,2026-07-17 18:08:33,12,12,866,134,1666,54.0,1.0,12,0,gpt-oss-120b,domain,483,591.7959371581674,CPU-intensive,0
67,2026-07-17 18:09:34,12,12,784,134,1719,68.4,1.0,12,0,gpt-oss-120b,domain,487,332.3482130654156,CPU-intensive,0
68,2026-07-17 18:10:35,9,12,677,134,1737,39.7,1.0,9,1,gpt-oss-120b,domain,457,1340.4192891903222,CPU-intensive,0
69,2026-07-17 18:11:37,9,9,824,101,1731,102.5,1.0,9,0,gpt-oss-120b,domain,492,322.0235030166805,CPU-intensive,0
70,2026-07-17 18:12:38,6,9,881,101,1553,36.9,1.0,6,1,gpt-oss-120b,domain,479,305.74183724820614,CPU-intensive,0
71,2026-07-17 18:13:39,6,6,838,68,1325,68.4,1.0,6,0,gpt-oss-120b,domain,453,526.8003139644861,CPU-intensive,0
72,2026-07-17 18:14:40,6,6,682,68,1078,75.4,1.0,6,0,gpt-oss-120b,domain,469,404.21096002683043,CPU-intensive,0
73,2026-07-17 18:15:41,6,6,618,68,1374,125.8,1.0,6,0,gpt-oss-120b,domain,480,331.6323752515018,CPU-intensive,0
74,2026-07-17 18:16:42,6,6,544,68,1480,89.5,1.0,6,0,gpt-oss-120b,domain,514,1481.2313071452081,CPU-intensive,0
75,2026-07-17 18:17:45,6,6,499,68,1403,68.9,1.0,6,0,gpt-oss-120b,domain,498,312.0283270254731,CPU-intensive,0
76,2026-07-17 18:18:46,6,6,504,68,1167,98.5,1.0,6,0,gpt-oss-120b,domain,496,619.173145852983,CPU-intensive,0
77,2026-07-17 18:19:47,6,6,473,68,910,79.0,1.0,6,0,gpt-oss-120b,domain,472,305.9382839128375,CPU-intensive,0
78,2026-07-17 18:20:48,6,6,485,68,721,102.6,1.0,6,0,gpt-oss-120b,domain,488,786.5446549840271,CPU-intensive,0
79,2026-07-17 18:21:50,6,6,535,68,623,64.5,1.0,6,0,gpt-oss-120b,domain,484,9768.896575085819,CPU-intensive,0
80,2026-07-17 18:23:00,6,6,593,68,555,82.4,1.0,6,0,gpt-oss-120b,domain,462,352.6790621690452,CPU-intensive,0
81,2026-07-17 18:24:01,9,6,711,68,574,158.5,1.0,9,1,gpt-oss-120b,domain,486,423.3293700963259,CPU-intensive,0
