step,timestamp,replicas,ready_replicas,cpu_millicores,memory_mib,rps_target,latency_p90_ms,success_rate,llm_decision,scale_event,llm_model,llm_variant,llm_tokens,llm_latency_ms,workload_type,decision_timeout
0,2026-07-20 03:18:36,1,3,59,33,960,43.4,1.0,1,1,gpt-oss-120b,cot,730,13673.461879137903,CPU-intensive,0
1,2026-07-20 03:19:50,2,0,499,14,1022,4.4,0.0,2,1,gpt-oss-120b,cot,933,4531.504065729678,CPU-intensive,0
2,2026-07-20 03:20:55,3,2,972,27,1122,5019.1,0.1,3,1,gpt-oss-120b,cot,830,3955.3369130007923,CPU-intensive,0
3,2026-07-20 03:22:11,5,3,1483,41,1096,226.3,1.0,5,1,gpt-oss-120b,cot,767,12971.854442730546,CPU-intensive,0
4,2026-07-20 03:23:25,4,5,630,61,905,131.3,1.0,4,1,gpt-oss-120b,cot,826,5664.899343624711,CPU-intensive,0
5,2026-07-20 03:24:32,3,4,536,50,703,84.9,1.0,3,1,gpt-oss-120b,cot,865,60905.97389033064,CPU-intensive,0
6,2026-07-20 03:26:33,6,3,421,37,572,380.5,1.0,6,1,gpt-oss-120b,cot,642,481.4910041168332,CPU-intensive,0
7,2026-07-20 03:27:35,3,6,383,70,486,158.4,1.0,3,1,gpt-oss-120b,cot,890,670.4301321879029,CPU-intensive,0
8,2026-07-20 03:28:37,2,3,478,37,458,84.5,1.0,2,1,gpt-oss-120b,cot,863,882.091551553458,CPU-intensive,0
9,2026-07-20 03:29:38,4,2,472,24,488,364.2,1.0,4,1,gpt-oss-120b,cot,598,378.6202031187713,CPU-intensive,0
10,2026-07-20 03:30:40,4,4,447,46,515,158.6,1.0,4,0,gpt-oss-120b,cot,538,388.09897284954786,CPU-intensive,0
11,2026-07-20 03:31:41,1,4,557,46,592,61.2,1.0,1,1,gpt-oss-120b,cot,599,388.1731438450515,CPU-intensive,0
12,2026-07-20 03:32:42,2,0,501,16,786,4.5,0.0,2,1,gpt-oss-120b,cot,641,411.17973206564784,CPU-intensive,0
13,2026-07-20 03:33:43,12,2,914,27,1041,5020.6,0.6,12,1,gpt-oss-120b,cot,902,592.1513261273503,CPU-intensive,0
14,2026-07-20 03:35:27,2,12,748,138,1258,37.1,1.0,2,1,gpt-oss-120b,cot,753,459.66321509331465,CPU-intensive,0
15,2026-07-20 03:36:28,14,1,963,28,1359,5020.0,0.4,14,1,gpt-oss-120b,cot,883,525.9325411170721,CPU-intensive,0
16,2026-07-20 03:38:16,5,14,798,160,1406,90.5,1.0,5,1,gpt-oss-120b,cot,1071,630.1853326149285,CPU-intensive,0
17,2026-07-20 03:39:18,5,5,799,61,1405,117.4,1.0,5,0,gpt-oss-120b,cot,643,412.82743215560913,CPU-intensive,0
18,2026-07-20 03:40:19,4,5,733,61,1396,87.2,1.0,4,1,gpt-oss-120b,cot,1125,696.0511640645564,CPU-intensive,0
19,2026-07-20 03:41:20,5,4,818,50,1411,237.6,1.0,5,1,gpt-oss-120b,cot,698,430.5136608891189,CPU-intensive,0
20,2026-07-20 03:42:22,5,5,725,61,1437,65.1,1.0,5,0,gpt-oss-120b,cot,702,438.3991048671305,CPU-intensive,0
21,2026-07-20 03:43:23,5,5,711,61,1392,80.6,1.0,5,0,gpt-oss-120b,cot,654,470.0450161471963,CPU-intensive,0
22,2026-07-20 03:44:24,7,5,615,61,1242,272.0,1.0,7,1,gpt-oss-120b,cot,603,396.34858490899205,CPU-intensive,0
23,2026-07-20 03:45:26,4,7,614,83,1054,73.4,1.0,4,1,gpt-oss-120b,cot,908,695.8555933088064,CPU-intensive,0
24,2026-07-20 03:46:27,4,4,598,50,968,104.9,1.0,4,0,gpt-oss-120b,cot,570,389.1543340869248,CPU-intensive,0
25,2026-07-20 03:47:29,4,4,654,50,1008,109.7,1.0,4,0,gpt-oss-120b,cot,752,461.9119558483362,CPU-intensive,0
26,2026-07-20 03:48:30,6,4,719,50,1107,264.4,1.0,6,1,gpt-oss-120b,cot,578,370.4327712766826,CPU-intensive,0
27,2026-07-20 03:49:31,8,6,617,72,1108,259.8,1.0,8,1,gpt-oss-120b,cot,577,374.19000500813127,CPU-intensive,0
28,2026-07-20 03:50:33,2,8,598,94,998,108.0,1.0,2,1,gpt-oss-120b,cot,683,430.05964579060674,CPU-intensive,0
