step,timestamp,replicas,ready_replicas,cpu_millicores,memory_mib,rps_target,latency_p90_ms,success_rate,llm_decision,scale_event,llm_model,llm_variant,llm_tokens,llm_latency_ms,workload_type,decision_timeout
0,2026-07-20 01:09:19,1,3,54,35,292,173.9,1.0,1,1,gpt-oss-120b,cot,541,33604.27911300212,CPU-intensive,0
1,2026-07-20 01:10:54,14,1,280,13,259,5019.7,0.8,14,1,gpt-oss-120b,cot,783,9008.867726195604,CPU-intensive,0
2,2026-07-20 01:12:22,2,14,237,156,200,37.5,1.0,2,1,gpt-oss-120b,cot,773,7762.735242955387,CPU-intensive,0
3,2026-07-20 01:13:31,2,2,246,24,205,122.2,1.0,2,0,gpt-oss-120b,cot,488,7333.166422788054,CPU-intensive,0
4,2026-07-20 01:14:39,6,2,248,24,222,528.7,1.0,6,1,gpt-oss-120b,cot,610,7716.723308898509,CPU-intensive,0
5,2026-07-20 01:15:48,3,6,458,68,286,76.1,1.0,3,1,gpt-oss-120b,cot,870,22429.202379193157,CPU-intensive,0
6,2026-07-20 01:17:12,3,3,604,35,575,98.1,1.0,3,0,gpt-oss-120b,cot,483,16641.341851092875,CPU-intensive,0
7,2026-07-20 01:18:29,3,3,554,35,776,78.2,1.0,3,0,gpt-oss-120b,cot,859,16649.414310231805,CPU-intensive,0
8,2026-07-20 01:19:46,1,3,541,35,746,64.1,1.0,1,1,gpt-oss-120b,cot,654,30523.838113062084,CPU-intensive,0
9,2026-07-20 01:21:17,2,0,499,14,639,4.5,0.0,2,1,gpt-oss-120b,cot,669,420.90550577268004,CPU-intensive,0
10,2026-07-20 01:22:18,2,2,482,24,727,196.4,1.0,2,0,gpt-oss-120b,cot,570,373.23366990312934,CPU-intensive,0
11,2026-07-20 01:23:20,4,2,490,24,686,298.3,1.0,4,1,gpt-oss-120b,cot,580,388.9406402595341,CPU-intensive,0
12,2026-07-20 01:24:22,1,4,477,46,561,67.9,1.0,1,1,gpt-oss-120b,cot,657,418.9722719602287,CPU-intensive,0
13,2026-07-20 01:25:23,3,1,468,14,577,4.5,0.0,3,1,gpt-oss-120b,cot,767,486.9695040397346,CPU-intensive,0
14,2026-07-20 01:26:24,3,3,465,36,575,74.5,1.0,3,0,gpt-oss-120b,cot,687,434.5210590399802,CPU-intensive,0
15,2026-07-20 01:27:25,3,3,530,36,590,191.6,1.0,3,0,gpt-oss-120b,cot,650,632.1608209982514,CPU-intensive,0
16,2026-07-20 01:28:26,4,3,652,36,604,175.6,1.0,4,1,gpt-oss-120b,cot,690,436.82355200871825,CPU-intensive,0
17,2026-07-20 01:29:28,4,4,555,47,729,109.3,1.0,4,0,gpt-oss-120b,cot,689,442.6553030498326,CPU-intensive,0
18,2026-07-20 01:30:29,3,4,523,47,760,167.8,1.0,3,1,gpt-oss-120b,cot,993,732.0879632607102,CPU-intensive,0
19,2026-07-20 01:31:31,3,3,500,36,763,123.8,1.0,3,0,gpt-oss-120b,cot,466,362.4459379352629,CPU-intensive,0
20,2026-07-20 01:32:32,3,3,453,36,735,89.6,1.0,3,0,gpt-oss-120b,cot,853,685.0394830107689,CPU-intensive,0
21,2026-07-20 01:33:34,3,3,488,36,718,121.1,1.0,3,0,gpt-oss-120b,cot,625,403.36959483101964,CPU-intensive,0
22,2026-07-20 01:34:35,3,3,461,36,623,99.9,1.0,3,0,gpt-oss-120b,cot,902,546.30844341591,CPU-intensive,0
23,2026-07-20 01:35:36,6,3,484,36,559,365.8,1.0,6,1,gpt-oss-120b,cot,720,651.8280189484358,CPU-intensive,0
24,2026-07-20 01:36:38,4,6,478,69,569,125.6,1.0,4,1,gpt-oss-120b,cot,788,516.324738971889,CPU-intensive,0
25,2026-07-20 01:37:40,4,4,547,47,640,39.9,1.0,4,0,gpt-oss-120b,cot,620,393.6403770931065,CPU-intensive,0
26,2026-07-20 01:38:41,1,4,472,47,640,51.3,1.0,1,1,gpt-oss-120b,cot,541,1022.6945192553103,CPU-intensive,0
27,2026-07-20 01:39:42,14,1,483,14,688,5006.3,0.0,14,1,gpt-oss-120b,cot,622,424.1368528455496,CPU-intensive,0
28,2026-07-20 01:40:48,2,14,490,157,545,37.0,1.0,2,1,gpt-oss-120b,cot,1078,643.5756511054933,CPU-intensive,0
29,2026-07-20 01:41:50,3,2,530,25,550,266.5,1.0,3,1,gpt-oss-120b,cot,702,426.35025875642896,CPU-intensive,0
30,2026-07-20 01:42:51,2,3,375,36,643,111.7,1.0,2,1,gpt-oss-120b,cot,959,889.6742160432041,CPU-intensive,0
31,2026-07-20 01:43:53,10,2,389,25,592,989.6,1.0,10,1,gpt-oss-120b,cot,758,524.0069050341845,CPU-intensive,0
32,2026-07-20 01:44:57,1,10,387,113,443,41.3,1.0,1,1,gpt-oss-120b,cot,849,668.5313135385513,CPU-intensive,0
33,2026-07-20 01:45:58,14,1,306,14,442,5019.4,0.7,14,1,gpt-oss-120b,cot,597,645.0040489435196,CPU-intensive,0
34,2026-07-20 01:47:19,1,14,367,157,401,36.7,1.0,1,1,gpt-oss-120b,cot,865,534.6654946915805,CPU-intensive,0
35,2026-07-20 01:48:21,14,1,501,14,378,5019.2,0.1,14,1,gpt-oss-120b,cot,707,464.0087867155671,CPU-intensive,0
36,2026-07-20 01:49:32,4,14,364,156,296,36.5,1.0,4,1,gpt-oss-120b,cot,720,445.3837019391358,CPU-intensive,0
37,2026-07-20 01:50:33,1,4,384,44,381,74.6,1.0,1,1,gpt-oss-120b,cot,540,339.44824570789933,CPU-intensive,0
38,2026-07-20 01:51:34,14,1,500,15,340,5017.7,0.2,14,1,gpt-oss-120b,cot,882,576.6557459719479,CPU-intensive,0
39,2026-07-20 01:52:56,2,14,485,157,358,45.1,1.0,2,1,gpt-oss-120b,cot,788,542.9242458194494,CPU-intensive,0
40,2026-07-20 01:53:58,14,2,448,22,451,1861.0,1.0,14,1,gpt-oss-120b,cot,672,450.89080231264234,CPU-intensive,0
41,2026-07-20 01:55:02,4,14,455,154,623,80.3,1.0,4,1,gpt-oss-120b,cot,859,767.8219801746309,CPU-intensive,0
42,2026-07-20 01:56:04,3,4,447,44,518,109.3,1.0,3,1,gpt-oss-120b,cot,745,527.4319858290255,CPU-intensive,0
43,2026-07-20 01:57:05,10,3,455,33,548,625.9,1.0,10,1,gpt-oss-120b,cot,686,405.10690305382013,CPU-intensive,0
44,2026-07-20 01:58:08,5,10,479,110,499,160.3,1.0,5,1,gpt-oss-120b,cot,1096,835.8648060820997,CPU-intensive,0
45,2026-07-20 01:59:09,3,5,528,55,517,70.1,1.0,3,1,gpt-oss-120b,cot,656,467.6263420842588,CPU-intensive,0
46,2026-07-20 02:00:10,5,3,547,33,471,288.7,1.0,5,1,gpt-oss-120b,cot,672,517.3452687449753,CPU-intensive,0
47,2026-07-20 02:01:12,1,5,532,55,503,43.3,1.0,1,1,gpt-oss-120b,cot,619,580.6720233522356,CPU-intensive,0
