step,timestamp,replicas,ready_replicas,cpu_millicores,memory_mib,rps_target,latency_p90_ms,success_rate,llm_decision,scale_event,llm_model,llm_variant,llm_tokens,llm_latency_ms,workload_type,decision_timeout
0,2026-07-19 20:49:05,8,3,38,33,292,501.6,1.0,8,1,gpt-oss-120b,cot,713,42287.30377973989,CPU-intensive,0
1,2026-07-19 20:50:48,2,8,282,88,259,37.7,1.0,2,1,gpt-oss-120b,cot,1045,30836.879833135754,CPU-intensive,0
2,2026-07-19 20:52:20,2,2,248,22,200,88.3,1.0,2,0,gpt-oss-120b,cot,711,476.2999420054257,CPU-intensive,0
3,2026-07-19 20:53:21,7,2,211,22,205,603.8,1.0,7,1,gpt-oss-120b,cot,695,630.7008070871234,CPU-intensive,0
4,2026-07-19 20:54:23,5,7,270,77,222,79.0,1.0,5,1,gpt-oss-120b,cot,1097,702.0218390971422,CPU-intensive,0
5,2026-07-19 20:55:25,2,5,436,55,286,80.7,1.0,2,1,gpt-oss-120b,cot,716,484.1754911467433,CPU-intensive,0
6,2026-07-19 20:56:26,5,2,538,22,575,406.1,1.0,5,1,gpt-oss-120b,cot,613,405.14886286109686,CPU-intensive,0
7,2026-07-19 20:57:28,3,5,539,55,776,174.5,1.0,3,1,gpt-oss-120b,cot,848,582.2077537886798,CPU-intensive,0
8,2026-07-19 20:58:29,3,3,513,33,746,161.8,1.0,3,0,gpt-oss-120b,cot,1039,664.0659659169614,CPU-intensive,0
9,2026-07-19 20:59:31,3,3,530,33,639,91.7,1.0,3,0,gpt-oss-120b,cot,724,463.88743398711085,CPU-intensive,0
10,2026-07-19 21:00:32,2,3,488,33,727,158.9,1.0,2,1,gpt-oss-120b,cot,933,586.7836559191346,CPU-intensive,0
11,2026-07-19 21:01:33,4,2,532,26,686,337.2,1.0,4,1,gpt-oss-120b,cot,737,604.4699801132083,CPU-intensive,0
