step,timestamp,replicas,ready_replicas,cpu_millicores,memory_mib,rps_target,latency_p90_ms,success_rate,llm_decision,scale_event,llm_model,llm_variant,llm_tokens,llm_latency_ms,workload_type,decision_timeout
0,2026-07-19 00:00:58,1,3,28,33,960,5.5,1.0,1,1,gpt-oss-120b,history_5,414,30754.22745384276,CPU-intensive,0
1,2026-07-19 00:02:29,1,1,59,11,1022,5.4,1.0,1,0,gpt-oss-120b,history_5,546,497.02038895338774,CPU-intensive,0
2,2026-07-19 00:03:30,1,1,64,12,1122,6.0,1.0,1,0,gpt-oss-120b,history_5,529,342.84867998212576,CPU-intensive,0
3,2026-07-19 00:04:30,1,1,63,11,1096,5.3,1.0,1,0,gpt-oss-120b,history_5,483,580.1066439598799,CPU-intensive,0
4,2026-07-19 00:05:31,1,1,53,12,905,5.4,1.0,1,0,gpt-oss-120b,history_5,526,300.50507793202996,CPU-intensive,0
5,2026-07-19 00:06:32,1,1,41,11,703,5.2,1.0,1,0,gpt-oss-120b,history_5,583,478.05267106741667,CPU-intensive,0
6,2026-07-19 00:07:33,1,1,33,12,572,5.2,1.0,1,0,gpt-oss-120b,history_5,580,295.0024357996881,CPU-intensive,0
7,2026-07-19 00:08:33,1,1,29,11,486,5.2,1.0,1,0,gpt-oss-120b,history_5,566,492.71905375644565,CPU-intensive,0
8,2026-07-19 00:09:34,1,1,27,11,458,7.9,1.0,1,0,gpt-oss-120b,history_5,548,581.0830541886389,CPU-intensive,0
9,2026-07-19 00:10:35,1,1,28,12,488,5.8,1.0,1,0,gpt-oss-120b,history_5,540,288.38414140045643,CPU-intensive,0
10,2026-07-19 00:11:36,1,1,30,11,515,5.3,1.0,1,0,gpt-oss-120b,history_5,527,306.37434404343367,CPU-intensive,0
11,2026-07-19 00:12:36,1,1,35,12,592,5.4,1.0,1,0,gpt-oss-120b,history_5,537,280.86906718090177,CPU-intensive,0
12,2026-07-19 00:13:37,2,1,46,11,786,5.4,1.0,2,1,gpt-oss-120b,history_5,592,459.0671672485769,CPU-intensive,0
13,2026-07-19 00:14:38,2,2,59,22,1041,6.9,1.0,2,0,gpt-oss-120b,history_5,650,352.68565686419606,CPU-intensive,0
14,2026-07-19 00:15:38,3,2,74,22,1258,6.8,1.0,3,1,gpt-oss-120b,history_5,627,600.4258431494236,CPU-intensive,0
15,2026-07-19 00:16:40,3,3,78,34,1359,5.9,1.0,3,0,gpt-oss-120b,history_5,689,447.4889347329736,CPU-intensive,0
16,2026-07-19 00:17:40,4,3,81,33,1406,5.6,1.0,4,1,gpt-oss-120b,history_5,695,397.6259618066251,CPU-intensive,0
17,2026-07-19 00:18:41,3,4,84,44,1405,5.4,1.0,3,1,gpt-oss-120b,history_5,638,426.29066202789545,CPU-intensive,0
18,2026-07-19 00:19:42,2,3,81,33,1396,5.4,1.0,2,1,gpt-oss-120b,history_5,735,504.11339895799756,CPU-intensive,0
19,2026-07-19 00:20:43,3,2,81,22,1411,5.3,1.0,3,1,gpt-oss-120b,history_5,653,347.45989460498095,CPU-intensive,0
20,2026-07-19 00:21:44,2,3,84,33,1437,5.3,1.0,2,1,gpt-oss-120b,history_5,909,521.0869060829282,CPU-intensive,0
21,2026-07-19 00:22:45,1,2,81,22,1392,5.4,1.0,1,1,gpt-oss-120b,history_5,784,441.2159654311836,CPU-intensive,0
22,2026-07-19 00:23:45,1,1,66,11,1242,5.3,1.0,1,0,gpt-oss-120b,history_5,620,431.9964381866157,CPU-intensive,0
23,2026-07-19 00:24:46,1,1,61,11,1054,5.5,1.0,1,0,gpt-oss-120b,history_5,635,369.7077687829733,CPU-intensive,0
24,2026-07-19 00:25:47,1,1,55,11,968,5.4,1.0,1,0,gpt-oss-120b,history_5,629,324.0467691794038,CPU-intensive,0
25,2026-07-19 00:26:47,1,1,59,12,1008,5.8,1.0,1,0,gpt-oss-120b,history_5,564,410.4628902859986,CPU-intensive,0
26,2026-07-19 00:27:48,1,1,64,11,1107,5.0,1.0,1,0,gpt-oss-120b,history_5,525,261.5200807340443,CPU-intensive,0
27,2026-07-19 00:28:49,1,1,63,11,1108,6.8,1.0,1,0,gpt-oss-120b,history_5,597,330.7015118189156,CPU-intensive,0
28,2026-07-19 00:29:49,1,1,58,12,998,5.5,1.0,1,0,gpt-oss-120b,history_5,559,304.54116920009255,CPU-intensive,0
29,2026-07-19 00:30:50,1,1,47,11,817,5.3,1.0,1,0,gpt-oss-120b,history_5,563,305.84763968363404,CPU-intensive,0
30,2026-07-19 00:31:51,1,1,38,11,655,5.7,1.0,1,0,gpt-oss-120b,history_5,542,395.8088760264218,CPU-intensive,0
31,2026-07-19 00:32:51,1,1,33,12,560,7.7,1.0,1,0,gpt-oss-120b,history_5,534,287.86307107657194,CPU-intensive,0
32,2026-07-19 00:33:52,1,1,31,12,517,5.5,1.0,1,0,gpt-oss-120b,history_5,553,410.18613427877426,CPU-intensive,0
33,2026-07-19 00:34:53,1,1,31,12,533,6.3,1.0,1,0,gpt-oss-120b,history_5,523,406.1089479364455,CPU-intensive,0
34,2026-07-19 00:35:53,1,1,32,11,548,5.2,1.0,1,0,gpt-oss-120b,history_5,570,291.4682966656983,CPU-intensive,0
35,2026-07-19 00:36:54,1,1,35,11,596,5.3,1.0,1,0,gpt-oss-120b,history_5,534,266.6237270459533,CPU-intensive,0
36,2026-07-19 00:37:54,2,1,45,11,768,5.6,1.0,2,1,gpt-oss-120b,history_5,537,293.07229397818446,CPU-intensive,0
37,2026-07-19 00:38:55,2,2,64,22,1035,5.3,1.0,2,0,gpt-oss-120b,history_5,632,347.9012376628816,CPU-intensive,0
38,2026-07-19 00:39:56,3,2,77,22,1295,5.3,1.0,3,1,gpt-oss-120b,history_5,587,444.87437326461077,CPU-intensive,0
39,2026-07-19 00:40:57,1,3,86,34,1435,5.4,1.0,1,1,gpt-oss-120b,history_5,922,607.4886550195515,CPU-intensive,0
