step,timestamp,replicas,ready_replicas,cpu_millicores,memory_mib,rps_target,latency_p90_ms,success_rate,llm_decision,scale_event,llm_model,llm_variant,llm_tokens,llm_latency_ms,workload_type,decision_timeout
0,2026-07-19 08:36:42,9,3,277,154,960,461.3,1.0,9,1,llama-70b,domain,284,19436.437532305717,CPU-intensive,0
1,2026-07-19 08:38:04,9,9,618,99,1022,37.0,1.0,9,0,llama-70b,domain,285,43355.35961575806,CPU-intensive,0
2,2026-07-19 08:39:47,9,9,687,99,1122,65.4,1.0,9,0,llama-70b,domain,285,9189.944433048368,CPU-intensive,0
3,2026-07-19 08:40:57,9,9,588,99,1096,55.3,1.0,9,0,llama-70b,domain,285,14641.095385886729,CPU-intensive,0
4,2026-07-19 08:42:13,9,9,564,99,905,75.3,1.0,9,0,llama-70b,domain,284,18319.81247989461,CPU-intensive,0
5,2026-07-19 08:43:32,9,9,454,99,703,93.8,1.0,9,0,llama-70b,domain,284,25244.554701261222,CPU-intensive,0
6,2026-07-19 08:44:57,9,9,417,99,572,37.6,1.0,9,0,llama-70b,domain,284,26351.151751354337,CPU-intensive,0
7,2026-07-19 08:46:24,9,9,479,99,486,46.8,1.0,9,0,llama-70b,domain,284,54959.4242926687,CPU-intensive,0
8,2026-07-19 08:48:20,9,9,503,99,458,40.0,1.0,9,0,llama-70b,domain,284,52686.81756500155,CPU-intensive,0
9,2026-07-19 08:50:13,9,9,595,99,488,76.2,1.0,9,0,llama-70b,domain,284,17746.29607098177,CPU-intensive,0
10,2026-07-19 08:51:32,9,9,724,99,515,121.5,1.0,9,0,llama-70b,domain,284,22131.2517169863,CPU-intensive,0
11,2026-07-19 08:52:54,9,9,793,99,592,68.2,1.0,9,0,llama-70b,domain,284,12984.86224701628,CPU-intensive,0
12,2026-07-19 08:54:08,9,9,835,99,786,79.2,1.0,9,0,llama-70b,domain,284,45772.90538325906,CPU-intensive,0
13,2026-07-19 08:55:54,9,9,784,99,1041,40.9,1.0,9,0,llama-70b,domain,285,48641.24270202592,CPU-intensive,0
14,2026-07-19 08:57:44,9,9,791,99,1258,63.3,1.0,9,0,llama-70b,domain,285,21942.07466999069,CPU-intensive,0
15,2026-07-19 08:59:06,9,9,738,99,1359,37.9,1.0,9,0,llama-70b,domain,285,20085.96743317321,CPU-intensive,0
16,2026-07-19 09:00:27,9,9,644,99,1406,86.3,1.0,9,0,llama-70b,domain,285,97200.11633588001,CPU-intensive,0
17,2026-07-19 09:03:05,9,9,652,99,1405,60.3,1.0,9,0,llama-70b,domain,285,28078.149256762117,CPU-intensive,0
18,2026-07-19 09:04:34,9,9,657,99,1396,66.1,1.0,9,0,llama-70b,domain,285,126152.1657477133,CPU-intensive,0
19,2026-07-19 09:07:40,9,9,476,99,1411,51.6,1.0,9,0,llama-70b,domain,285,26084.24992719665,CPU-intensive,0
20,2026-07-19 09:09:07,9,9,417,99,1437,41.6,1.0,9,0,llama-70b,domain,285,97859.59592601284,CPU-intensive,0
