step,timestamp,replicas,ready_replicas,cpu_millicores,memory_mib,rps_target,latency_p90_ms,success_rate,llm_decision,scale_event,llm_model,llm_variant,llm_tokens,llm_latency_ms,workload_type,decision_timeout
0,2026-07-19 16:36:51,3,3,4,46,960,90.1,1.0,3,0,gpt-oss-120b,domain,703,61056.223458610475,CPU-intensive,0
1,2026-07-19 16:38:53,6,3,672,35,1022,222.0,1.0,6,1,gpt-oss-120b,domain,437,267.1311888843775,CPU-intensive,0
2,2026-07-19 16:39:55,6,6,685,68,1122,79.4,1.0,6,0,gpt-oss-120b,domain,470,300.612710416317,CPU-intensive,0
3,2026-07-19 16:40:56,6,6,672,68,1096,87.1,1.0,6,0,gpt-oss-120b,domain,460,312.0799669995904,CPU-intensive,0
4,2026-07-19 16:41:57,3,6,574,68,905,40.8,1.0,3,1,gpt-oss-120b,domain,492,297.93880600482225,CPU-intensive,0
5,2026-07-19 16:42:58,5,3,537,35,703,188.5,1.0,5,1,gpt-oss-120b,domain,584,413.8443609699607,CPU-intensive,0
6,2026-07-19 16:43:59,5,5,445,57,572,98.2,1.0,5,0,gpt-oss-120b,domain,478,347.96612802892923,CPU-intensive,0
7,2026-07-19 16:45:00,8,5,398,57,486,174.8,1.0,8,1,gpt-oss-120b,domain,555,455.51106007769704,CPU-intensive,0
8,2026-07-19 16:46:01,8,8,437,90,458,110.7,1.0,8,0,gpt-oss-120b,domain,522,465.1513919234276,CPU-intensive,0
9,2026-07-19 16:47:02,8,8,436,90,488,81.2,1.0,8,0,gpt-oss-120b,domain,497,388.6360530741513,CPU-intensive,0
10,2026-07-19 16:48:03,5,8,467,90,515,37.4,1.0,5,1,gpt-oss-120b,domain,589,392.40950299426913,CPU-intensive,0
11,2026-07-19 16:49:05,5,5,538,57,592,66.1,1.0,5,0,gpt-oss-120b,domain,455,275.27594193816185,CPU-intensive,0
12,2026-07-19 16:50:05,8,5,599,57,786,252.8,1.0,8,1,gpt-oss-120b,domain,471,294.75577222183347,CPU-intensive,0
13,2026-07-19 16:51:07,8,8,705,90,1041,62.8,1.0,8,0,gpt-oss-120b,domain,466,278.0996710062027,CPU-intensive,0
14,2026-07-19 16:52:08,8,8,783,90,1258,79.8,1.0,8,0,gpt-oss-120b,domain,465,284.46495486423373,CPU-intensive,0
15,2026-07-19 16:53:08,8,8,786,90,1359,85.4,1.0,8,0,gpt-oss-120b,domain,468,278.9655518718064,CPU-intensive,0
16,2026-07-19 16:54:10,5,8,794,90,1406,37.2,1.0,5,1,gpt-oss-120b,domain,480,280.94251500442624,CPU-intensive,0
17,2026-07-19 16:55:10,5,5,847,57,1405,113.8,1.0,5,0,gpt-oss-120b,domain,470,272.0479550771415,CPU-intensive,0
18,2026-07-19 16:56:12,8,5,747,57,1396,193.5,1.0,8,1,gpt-oss-120b,domain,480,360.97258422523737,CPU-intensive,0
19,2026-07-19 16:57:13,8,8,767,90,1411,102.8,1.0,8,0,gpt-oss-120b,domain,497,289.07673992216587,CPU-intensive,0
20,2026-07-19 16:58:14,8,8,745,90,1437,72.9,1.0,8,0,gpt-oss-120b,domain,474,345.1645872555673,CPU-intensive,0
21,2026-07-19 16:59:15,11,8,704,90,1392,276.4,1.0,11,1,gpt-oss-120b,domain,464,272.33730535954237,CPU-intensive,0
22,2026-07-19 17:00:16,8,11,663,123,1242,39.8,1.0,8,1,gpt-oss-120b,domain,456,443.34930507466197,CPU-intensive,0
23,2026-07-19 17:01:17,8,8,567,90,1054,149.1,1.0,8,0,gpt-oss-120b,domain,497,286.41927102580667,CPU-intensive,0
24,2026-07-19 17:02:18,5,8,608,90,968,36.4,1.0,5,1,gpt-oss-120b,domain,500,525.8454731665552,CPU-intensive,0
25,2026-07-19 17:03:19,8,5,712,57,1008,214.5,1.0,8,1,gpt-oss-120b,domain,455,291.13992769271135,CPU-intensive,0
26,2026-07-19 17:04:21,8,8,672,90,1107,78.0,1.0,8,0,gpt-oss-120b,domain,478,312.62814486399293,CPU-intensive,0
27,2026-07-19 17:05:22,8,8,636,90,1108,101.5,1.0,8,0,gpt-oss-120b,domain,485,278.87092204764485,CPU-intensive,0
28,2026-07-19 17:06:23,8,8,558,90,998,75.8,1.0,8,0,gpt-oss-120b,domain,492,319.9571571312845,CPU-intensive,0
29,2026-07-19 17:07:24,8,8,518,90,817,107.7,1.0,8,0,gpt-oss-120b,domain,485,278.8363383151591,CPU-intensive,0
30,2026-07-19 17:08:25,8,8,480,90,655,72.2,1.0,8,0,gpt-oss-120b,domain,508,704.7960171476007,CPU-intensive,0
31,2026-07-19 17:09:26,8,8,392,90,560,140.0,1.0,8,0,gpt-oss-120b,domain,508,330.1559002138674,CPU-intensive,0
32,2026-07-19 17:10:27,8,8,470,90,517,57.2,1.0,8,0,gpt-oss-120b,domain,489,284.5219559967518,CPU-intensive,0
33,2026-07-19 17:11:28,5,8,498,90,533,37.0,1.0,5,1,gpt-oss-120b,domain,503,320.6084072589874,CPU-intensive,0
34,2026-07-19 17:12:29,5,5,480,58,548,76.2,1.0,5,0,gpt-oss-120b,domain,474,318.00387194380164,CPU-intensive,0
35,2026-07-19 17:13:30,5,5,529,57,596,70.4,1.0,5,0,gpt-oss-120b,domain,460,310.1930902339518,CPU-intensive,0
36,2026-07-19 17:14:31,5,5,652,57,768,80.7,1.0,5,0,gpt-oss-120b,domain,462,419.3570949137211,CPU-intensive,0
37,2026-07-19 17:15:32,8,5,783,57,1035,217.9,1.0,8,1,gpt-oss-120b,domain,529,377.70469207316637,CPU-intensive,0
38,2026-07-19 17:16:33,11,8,777,90,1295,296.9,1.0,11,1,gpt-oss-120b,domain,513,421.25189397484064,CPU-intensive,0
39,2026-07-19 17:17:35,14,11,871,123,1435,174.4,1.0,14,1,gpt-oss-120b,domain,497,310.82845805212855,CPU-intensive,0
40,2026-07-19 17:18:36,14,14,837,156,1538,60.0,1.0,14,0,gpt-oss-120b,domain,564,395.74058493599296,CPU-intensive,0
41,2026-07-19 17:19:37,14,14,871,156,1547,62.1,1.0,14,0,gpt-oss-120b,domain,511,650.9153577499092,CPU-intensive,0
42,2026-07-19 17:20:38,14,14,866,156,1562,364.2,1.0,14,0,gpt-oss-120b,domain,437,302.8811030089855,CPU-intensive,0
43,2026-07-19 17:21:40,11,14,874,156,1588,43.9,1.0,11,1,gpt-oss-120b,domain,488,313.13430378213525,CPU-intensive,0
44,2026-07-19 17:22:41,11,11,875,123,1649,51.8,1.0,11,0,gpt-oss-120b,domain,469,291.76036128774285,CPU-intensive,0
45,2026-07-19 17:23:41,8,11,850,123,1697,47.8,1.0,8,1,gpt-oss-120b,domain,455,269.90216597914696,CPU-intensive,0
