step,timestamp,replicas,ready_replicas,cpu_millicores,memory_mib,rps_target,latency_p90_ms,success_rate,llm_decision,scale_event,llm_model,llm_variant,llm_tokens,llm_latency_ms,workload_type,decision_timeout
0,2026-07-20 05:32:29,3,3,132,35,960,104.3,1.0,3,0,gpt-oss-120b,cot,480,14107.874985784292,CPU-intensive,0
1,2026-07-20 05:33:44,3,3,658,35,1022,142.4,1.0,3,0,gpt-oss-120b,cot,541,7351.048788055778,CPU-intensive,0
2,2026-07-20 05:34:52,4,3,721,35,1122,149.9,1.0,4,1,gpt-oss-120b,cot,671,36240.48658506945,CPU-intensive,0
3,2026-07-20 05:36:29,6,4,737,46,1096,255.8,1.0,6,1,gpt-oss-120b,cot,629,30832.57018402219,CPU-intensive,0
4,2026-07-20 05:38:02,3,6,532,68,905,83.6,1.0,3,1,gpt-oss-120b,cot,953,767.0835410244763,CPU-intensive,0
5,2026-07-20 05:39:03,3,3,473,35,703,80.9,1.0,3,0,gpt-oss-120b,cot,625,478.5555894486606,CPU-intensive,0
6,2026-07-20 05:40:04,3,3,436,35,572,108.8,1.0,3,0,gpt-oss-120b,cot,609,404.1060679592192,CPU-intensive,0
7,2026-07-20 05:41:05,3,3,414,35,486,129.7,1.0,3,0,gpt-oss-120b,cot,586,379.77117113769054,CPU-intensive,0
8,2026-07-20 05:42:07,2,3,387,35,458,90.8,1.0,2,1,gpt-oss-120b,cot,741,503.0864831060171,CPU-intensive,0
9,2026-07-20 05:43:08,2,2,461,24,488,151.0,1.0,2,0,gpt-oss-120b,cot,617,438.00652073696256,CPU-intensive,0
10,2026-07-20 05:44:09,6,2,491,24,515,612.4,1.0,6,1,gpt-oss-120b,cot,567,515.7332490198314,CPU-intensive,0
11,2026-07-20 05:45:12,6,6,588,68,592,83.9,1.0,6,0,gpt-oss-120b,cot,677,436.11466558650136,CPU-intensive,0
12,2026-07-20 05:46:13,3,6,617,68,786,49.4,1.0,3,1,gpt-oss-120b,cot,725,437.8218869678676,CPU-intensive,0
13,2026-07-20 05:47:14,5,3,742,35,1041,318.1,1.0,5,1,gpt-oss-120b,cot,598,385.7220532372594,CPU-intensive,0
14,2026-07-20 05:48:17,4,5,757,57,1258,167.8,1.0,4,1,gpt-oss-120b,cot,752,774.5258170180023,CPU-intensive,0
15,2026-07-20 05:49:18,5,4,826,46,1359,231.4,1.0,5,1,gpt-oss-120b,cot,736,427.76303412392735,CPU-intensive,0
16,2026-07-20 05:50:20,4,5,793,57,1406,98.9,1.0,4,1,gpt-oss-120b,cot,790,488.1045073270798,CPU-intensive,0
17,2026-07-20 05:51:21,6,4,807,46,1405,279.3,1.0,6,1,gpt-oss-120b,cot,718,407.1536478586495,CPU-intensive,0
18,2026-07-20 05:52:23,4,6,806,68,1396,106.1,1.0,4,1,gpt-oss-120b,cot,948,582.3701960034668,CPU-intensive,0
19,2026-07-20 05:53:24,6,4,819,46,1411,283.9,1.0,6,1,gpt-oss-120b,cot,804,517.316460609436,CPU-intensive,0
20,2026-07-20 05:54:26,6,6,799,68,1437,138.4,1.0,6,0,gpt-oss-120b,cot,497,333.1181691028178,CPU-intensive,0
21,2026-07-20 05:55:27,3,6,673,68,1392,95.4,1.0,3,1,gpt-oss-120b,cot,686,644.7114981710911,CPU-intensive,0
22,2026-07-20 05:56:29,6,3,715,35,1242,353.8,1.0,6,1,gpt-oss-120b,cot,598,417.1515661291778,CPU-intensive,0
23,2026-07-20 05:57:31,4,6,606,68,1054,91.1,1.0,4,1,gpt-oss-120b,cot,803,494.51589211821556,CPU-intensive,0
24,2026-07-20 05:58:32,2,4,679,46,968,109.3,1.0,2,1,gpt-oss-120b,cot,589,384.28321992978454,CPU-intensive,0
25,2026-07-20 05:59:33,14,2,996,28,1008,5017.1,0.8,14,1,gpt-oss-120b,cot,1092,708.5902038961649,CPU-intensive,0
26,2026-07-20 06:00:53,4,14,605,158,1107,88.6,1.0,4,1,gpt-oss-120b,cot,944,590.4614781029522,CPU-intensive,0
27,2026-07-20 06:01:55,4,4,617,44,1108,60.0,1.0,4,0,gpt-oss-120b,cot,904,567.8497292101383,CPU-intensive,0
28,2026-07-20 06:02:56,5,4,594,44,998,200.7,1.0,5,1,gpt-oss-120b,cot,553,418.0764970369637,CPU-intensive,0
29,2026-07-20 06:03:57,1,5,512,55,817,37.5,1.0,1,1,gpt-oss-120b,cot,605,386.82846166193485,CPU-intensive,0
30,2026-07-20 06:04:58,2,0,502,15,655,4.4,0.0,2,1,gpt-oss-120b,cot,652,473.9243322983384,CPU-intensive,0
31,2026-07-20 06:05:59,2,2,650,27,560,111.3,1.0,2,0,gpt-oss-120b,cot,581,645.868512801826,CPU-intensive,0
32,2026-07-20 06:07:00,4,2,468,27,517,381.8,1.0,4,1,gpt-oss-120b,cot,808,535.4484799318016,CPU-intensive,0
33,2026-07-20 06:08:02,4,4,510,49,533,49.3,1.0,4,0,gpt-oss-120b,cot,562,507.1901883929968,CPU-intensive,0
34,2026-07-20 06:09:04,3,4,504,49,548,47.4,1.0,3,1,gpt-oss-120b,cot,972,697.0663801766932,CPU-intensive,0
35,2026-07-20 06:10:05,10,3,533,38,596,661.0,1.0,10,1,gpt-oss-120b,cot,609,378.76609805971384,CPU-intensive,0
36,2026-07-20 06:11:08,10,10,699,115,768,110.9,1.0,10,0,gpt-oss-120b,cot,800,507.3713883757591,CPU-intensive,0
