step,timestamp,replicas,ready_replicas,cpu_millicores,memory_mib,rps_target,latency_p90_ms,success_rate,llm_decision,scale_event,llm_model,llm_variant,llm_tokens,llm_latency_ms,workload_type,decision_timeout
0,2026-07-17 17:50:44,3,3,4,33,960,5.3,1.0,3,0,llama-70b,history_5,212,15676.58545775339,CPU-intensive,0
1,2026-07-17 17:52:00,4,3,23,33,1022,5.4,1.0,4,1,llama-70b,history_5,246,272779.371927958,CPU-intensive,0
2,2026-07-17 17:57:34,5,4,16,44,1122,5.6,1.0,5,1,llama-70b,history_5,280,105860.93497043476,CPU-intensive,0
3,2026-07-17 18:00:20,5,5,11,55,1096,5.3,1.0,5,0,llama-70b,history_5,314,69460.17240267247,CPU-intensive,0
4,2026-07-17 18:02:29,5,5,12,55,905,5.5,1.0,5,0,llama-70b,history_5,347,23812.52584885806,CPU-intensive,0
5,2026-07-17 18:03:54,5,5,16,55,703,5.4,1.0,5,0,llama-70b,history_5,380,22492.755533196032,CPU-intensive,0
6,2026-07-17 18:05:16,5,5,21,55,572,5.3,1.0,5,0,llama-70b,history_5,380,18966.341951861978,CPU-intensive,0
7,2026-07-17 18:06:36,5,5,23,55,486,5.2,1.0,5,0,llama-70b,history_5,379,16321.346014738083,CPU-intensive,0
8,2026-07-17 18:07:52,5,5,23,55,458,5.3,1.0,5,0,llama-70b,history_5,378,184277.85003231838,CPU-intensive,0
9,2026-07-17 18:11:57,5,5,28,55,488,5.4,1.0,5,0,llama-70b,history_5,377,27289.06909422949,CPU-intensive,0
10,2026-07-17 18:13:24,5,5,25,55,515,5.3,1.0,5,0,llama-70b,history_5,377,21000.07132999599,CPU-intensive,0
11,2026-07-17 18:14:46,5,5,24,55,592,5.3,1.0,5,0,llama-70b,history_5,377,20782.16159902513,CPU-intensive,0
12,2026-07-17 18:16:07,5,5,22,55,786,5.2,1.0,5,0,llama-70b,history_5,377,29083.399564027786,CPU-intensive,0
13,2026-07-17 18:17:36,10,5,31,55,1041,6.1,1.0,10,1,llama-70b,history_5,378,22542.76548884809,CPU-intensive,0
14,2026-07-17 18:18:59,8,10,34,110,1258,5.4,1.0,8,1,llama-70b,history_5,379,69876.94333912805,CPU-intensive,0
15,2026-07-17 18:21:09,12,8,22,88,1359,5.3,1.0,12,1,llama-70b,history_5,380,243760.90025436133,CPU-intensive,0
16,2026-07-17 18:26:13,10,12,14,132,1406,5.4,1.0,10,1,llama-70b,history_5,381,169182.3931839317,CPU-intensive,0
17,2026-07-17 18:30:03,10,10,28,110,1405,5.4,1.0,10,0,llama-70b,history_5,382,67447.11429998279,CPU-intensive,0
18,2026-07-17 18:32:11,10,10,31,110,1396,5.5,1.0,10,0,llama-70b,history_5,383,23079.017468262464,CPU-intensive,0
19,2026-07-17 18:33:34,10,10,36,110,1411,5.3,1.0,10,0,llama-70b,history_5,383,113476.45935462788,CPU-intensive,0
20,2026-07-17 18:36:28,10,10,34,110,1437,5.4,1.0,10,0,llama-70b,history_5,383,24779.178156051785,CPU-intensive,0
21,2026-07-17 18:37:53,10,10,31,110,1392,5.5,1.0,10,0,llama-70b,history_5,383,13964.229414239526,CPU-intensive,0
22,2026-07-17 18:39:07,10,10,30,110,1242,5.5,1.0,10,0,llama-70b,history_5,383,19066.229632589966,CPU-intensive,0
23,2026-07-17 18:40:26,10,10,37,110,1054,5.3,1.0,10,0,llama-70b,history_5,383,19593.335242010653,CPU-intensive,0
24,2026-07-17 18:41:46,10,10,43,110,968,5.3,1.0,10,0,llama-70b,history_5,382,65715.50781000406,CPU-intensive,0
25,2026-07-17 18:43:52,10,10,38,110,1008,5.3,1.0,10,0,llama-70b,history_5,382,18912.47314820066,CPU-intensive,0
26,2026-07-17 18:45:11,10,10,25,110,1107,5.4,1.0,10,0,llama-70b,history_5,382,16047.600732184947,CPU-intensive,0
27,2026-07-17 18:46:28,10,10,21,110,1108,6.9,1.0,10,0,llama-70b,history_5,382,17136.48534892127,CPU-intensive,0
28,2026-07-17 18:47:45,10,10,18,110,998,5.4,1.0,10,0,llama-70b,history_5,381,57373.53247823194,CPU-intensive,0
29,2026-07-17 18:49:43,10,10,18,110,817,5.3,1.0,10,0,llama-70b,history_5,380,8692.982505075634,CPU-intensive,0
30,2026-07-17 18:50:52,7,10,18,110,655,5.4,1.0,7,1,llama-70b,history_5,380,10547.137613873929,CPU-intensive,0
31,2026-07-17 18:52:03,7,7,22,77,560,5.4,1.0,7,0,llama-70b,history_5,379,10958.608570042998,CPU-intensive,0
32,2026-07-17 18:53:14,7,7,26,77,517,5.4,1.0,7,0,llama-70b,history_5,378,5650.505434256047,CPU-intensive,0
33,2026-07-17 18:54:20,7,7,29,77,533,5.3,1.0,7,0,llama-70b,history_5,377,5286.105514038354,CPU-intensive,0
34,2026-07-17 18:55:25,7,7,30,77,548,5.3,1.0,7,0,llama-70b,history_5,377,3998.2344899326563,CPU-intensive,0
35,2026-07-17 18:56:30,7,7,34,77,596,5.3,1.0,7,0,llama-70b,history_5,377,18563.002028036863,CPU-intensive,0
36,2026-07-17 18:57:49,7,7,36,77,768,5.5,1.0,7,0,llama-70b,history_5,377,10674.892243929207,CPU-intensive,0
37,2026-07-17 18:59:00,14,7,87,77,1035,5.4,1.0,14,1,llama-70b,history_5,378,55738.46712242812,CPU-intensive,0
38,2026-07-17 19:00:56,14,14,91,154,1295,5.8,1.0,14,0,llama-70b,history_5,379,26960.516343824565,CPU-intensive,0
39,2026-07-17 19:02:23,14,14,80,154,1435,15.6,1.0,14,0,llama-70b,history_5,380,173216.64228476584,CPU-intensive,0
40,2026-07-17 19:06:17,14,14,64,154,1538,5.7,1.0,14,0,llama-70b,history_5,381,13678.17357275635,CPU-intensive,0
41,2026-07-17 19:07:30,14,14,48,154,1547,17.1,1.0,14,0,llama-70b,history_5,382,17196.686922106892,CPU-intensive,0
42,2026-07-17 19:08:48,14,14,29,154,1562,14.5,1.0,14,0,llama-70b,history_5,383,8826.388222631067,CPU-intensive,0
43,2026-07-17 19:09:57,14,14,39,154,1588,5.3,1.0,14,0,llama-70b,history_5,383,13517.651966307312,CPU-intensive,0
44,2026-07-17 19:11:11,8,14,29,154,1649,5.4,1.0,8,1,llama-70b,history_5,383,16109.168272931129,CPU-intensive,0
45,2026-07-17 19:12:28,8,8,25,88,1697,5.4,1.0,8,0,llama-70b,history_5,383,284492.26251989603,CPU-intensive,0
46,2026-07-17 19:18:12,8,8,59,88,1578,5.5,1.0,8,0,llama-70b,history_5,383,21968.514778185636,CPU-intensive,0
47,2026-07-17 19:19:35,8,8,51,88,1340,5.3,1.0,8,0,llama-70b,history_5,383,17333.74028559774,CPU-intensive,0
48,2026-07-17 19:20:52,8,8,52,88,1242,5.4,1.0,8,0,llama-70b,history_5,383,63634.091302752495,CPU-intensive,0
49,2026-07-17 19:22:56,8,8,55,88,1264,5.4,1.0,8,0,llama-70b,history_5,383,13683.46651410684,CPU-intensive,0
50,2026-07-17 19:24:10,8,8,44,88,1372,5.3,1.0,8,0,llama-70b,history_5,383,14257.950759027153,CPU-intensive,0
51,2026-07-17 19:25:25,8,8,47,88,1378,5.6,1.0,8,0,llama-70b,history_5,383,25556.682200171053,CPU-intensive,0
52,2026-07-17 19:26:51,8,8,43,88,1223,5.4,1.0,8,0,llama-70b,history_5,383,28853.258890565485,CPU-intensive,0
53,2026-07-17 19:28:20,8,8,25,88,1002,5.3,1.0,8,0,llama-70b,history_5,383,28088.440570048988,CPU-intensive,0
54,2026-07-17 19:29:48,8,8,47,88,802,5.7,1.0,8,0,llama-70b,history_5,382,21131.865312345326,CPU-intensive,0
55,2026-07-17 19:31:10,8,8,33,88,688,5.3,1.0,8,0,llama-70b,history_5,381,315602.1285527386,CPU-intensive,0
56,2026-07-17 19:37:25,8,8,26,88,653,5.5,1.0,8,0,llama-70b,history_5,380,63009.90011403337,CPU-intensive,0
57,2026-07-17 19:39:29,8,8,34,88,669,5.6,1.0,8,0,llama-70b,history_5,379,62605.54162180051,CPU-intensive,0
