step,timestamp,replicas,ready_replicas,cpu_millicores,memory_mib,rps_target,latency_p90_ms,success_rate,llm_decision,scale_event,llm_model,llm_variant,llm_tokens,llm_latency_ms,workload_type,decision_timeout
0,2026-07-17 21:18:13,14,3,106,35,960,756.1,1.0,14,1,keda,baseline,0,0.013027805835008621,CPU-intensive,0
1,2026-07-17 21:19:16,14,14,623,156,1022,140.5,1.0,14,0,keda,baseline,0,0.003606081008911133,CPU-intensive,0
2,2026-07-17 21:20:16,14,14,681,156,1122,48.0,1.0,14,0,keda,baseline,0,0.0029979273676872253,CPU-intensive,0
3,2026-07-17 21:21:17,14,14,697,156,1096,76.2,1.0,14,0,keda,baseline,0,0.003941357135772705,CPU-intensive,0
4,2026-07-17 21:22:18,14,14,660,156,905,66.9,1.0,14,0,keda,baseline,0,0.0031990930438041687,CPU-intensive,0
5,2026-07-17 21:23:18,14,14,610,156,703,57.2,1.0,14,0,keda,baseline,0,0.0035688281059265137,CPU-intensive,0
6,2026-07-17 21:24:19,12,14,558,156,572,112.3,1.0,12,1,keda,baseline,0,0.005593057721853256,CPU-intensive,0
7,2026-07-17 21:25:20,10,12,496,134,486,68.6,1.0,10,1,keda,baseline,0,0.0032121315598487854,CPU-intensive,0
8,2026-07-17 21:26:20,10,10,449,112,458,51.9,1.0,10,0,keda,baseline,0,0.003307126462459564,CPU-intensive,0
9,2026-07-17 21:27:21,10,10,476,112,488,67.4,1.0,10,0,keda,baseline,0,0.0029150396585464478,CPU-intensive,0
10,2026-07-17 21:28:22,11,10,460,112,515,41.6,1.0,11,1,keda,baseline,0,0.004748813807964325,CPU-intensive,0
11,2026-07-17 21:29:22,12,11,459,123,592,40.9,1.0,12,1,keda,baseline,0,0.003194902092218399,CPU-intensive,0
12,2026-07-17 21:30:23,14,12,542,134,786,281.6,1.0,14,1,keda,baseline,0,0.004835892468690872,CPU-intensive,0
13,2026-07-17 21:31:24,14,14,598,156,1041,40.1,1.0,14,0,keda,baseline,0,0.003648921847343445,CPU-intensive,0
14,2026-07-17 21:32:25,14,14,696,156,1258,75.0,1.0,14,0,keda,baseline,0,0.003787688910961151,CPU-intensive,0
15,2026-07-17 21:33:26,14,14,766,156,1359,45.5,1.0,14,0,keda,baseline,0,0.003092922270298004,CPU-intensive,0
16,2026-07-17 21:34:26,14,14,785,156,1406,66.9,1.0,14,0,keda,baseline,0,0.004192814230918884,CPU-intensive,0
17,2026-07-17 21:35:27,14,14,807,156,1405,60.5,1.0,14,0,keda,baseline,0,0.0039548613131046295,CPU-intensive,0
18,2026-07-17 21:36:27,14,14,833,156,1396,56.3,1.0,14,0,keda,baseline,0,0.0029760412871837616,CPU-intensive,0
19,2026-07-17 21:37:28,14,14,778,156,1411,49.9,1.0,14,0,keda,baseline,0,0.0038011930882930756,CPU-intensive,0
20,2026-07-17 21:38:29,14,14,809,156,1437,91.6,1.0,14,0,keda,baseline,0,0.003080815076828003,CPU-intensive,0
21,2026-07-17 21:39:29,14,14,804,156,1392,64.6,1.0,14,0,keda,baseline,0,0.0028992071747779846,CPU-intensive,0
22,2026-07-17 21:40:30,14,14,738,156,1242,39.7,1.0,14,0,keda,baseline,0,0.0035190023481845856,CPU-intensive,0
23,2026-07-17 21:41:30,14,14,680,156,1054,57.1,1.0,14,0,keda,baseline,0,0.002973712980747223,CPU-intensive,0
24,2026-07-17 21:42:31,14,14,663,156,968,37.4,1.0,14,0,keda,baseline,0,0.0031287781894207,CPU-intensive,0
25,2026-07-17 21:43:32,14,14,635,156,1008,41.0,1.0,14,0,keda,baseline,0,0.0035730190575122833,CPU-intensive,0
26,2026-07-17 21:44:32,14,14,682,156,1107,43.7,1.0,14,0,keda,baseline,0,0.0037993304431438446,CPU-intensive,0
27,2026-07-17 21:45:33,14,14,660,156,1108,39.4,1.0,14,0,keda,baseline,0,0.0039031729102134705,CPU-intensive,0
28,2026-07-17 21:46:33,14,14,637,156,998,40.6,1.0,14,0,keda,baseline,0,0.0028694048523902893,CPU-intensive,0
29,2026-07-17 21:47:34,14,14,631,156,817,71.4,1.0,14,0,keda,baseline,0,0.003039371222257614,CPU-intensive,0
30,2026-07-17 21:48:35,14,14,500,156,655,39.8,1.0,14,0,keda,baseline,0,0.0030691735446453094,CPU-intensive,0
31,2026-07-17 21:49:35,12,14,492,156,560,101.1,1.0,12,1,keda,baseline,0,0.0035730190575122833,CPU-intensive,0
32,2026-07-17 21:50:36,11,12,487,134,517,89.9,1.0,11,1,keda,baseline,0,0.0036116689443588257,CPU-intensive,0
33,2026-07-17 21:51:37,11,11,493,123,533,224.1,1.0,11,0,keda,baseline,0,0.003644730895757675,CPU-intensive,0
34,2026-07-17 21:52:38,11,11,461,123,548,40.3,1.0,11,0,keda,baseline,0,0.003902241587638855,CPU-intensive,0
35,2026-07-17 21:53:38,12,11,522,123,596,39.3,1.0,12,1,keda,baseline,0,0.003293156623840332,CPU-intensive,0
36,2026-07-17 21:54:39,14,12,529,134,768,81.6,1.0,14,1,keda,baseline,0,0.0038957223296165466,CPU-intensive,0
37,2026-07-17 21:55:40,14,14,658,156,1035,181.3,1.0,14,0,keda,baseline,0,0.0037318095564842224,CPU-intensive,0
38,2026-07-17 21:56:40,14,14,770,156,1295,114.0,1.0,14,0,keda,baseline,0,0.0032153911888599396,CPU-intensive,0
39,2026-07-17 21:57:41,14,14,811,156,1435,84.4,1.0,14,0,keda,baseline,0,0.0029052607715129852,CPU-intensive,0
40,2026-07-17 21:58:42,14,14,855,156,1538,55.9,1.0,14,0,keda,baseline,0,0.0033439137041568756,CPU-intensive,0
41,2026-07-17 21:59:42,14,14,869,156,1547,48.8,1.0,14,0,keda,baseline,0,0.0032419338822364807,CPU-intensive,0
42,2026-07-17 22:00:43,14,14,842,156,1562,50.0,1.0,14,0,keda,baseline,0,0.003659632056951523,CPU-intensive,0
43,2026-07-17 22:01:44,14,14,882,156,1588,63.8,1.0,14,0,keda,baseline,0,0.0036479905247688293,CPU-intensive,0
44,2026-07-17 22:02:44,14,14,893,156,1649,40.1,1.0,14,0,keda,baseline,0,0.0036312267184257507,CPU-intensive,0
45,2026-07-17 22:03:45,14,14,910,156,1697,68.9,1.0,14,0,keda,baseline,0,0.003242865204811096,CPU-intensive,0
46,2026-07-17 22:04:45,14,14,831,156,1578,40.0,1.0,14,0,keda,baseline,0,0.0029709190130233765,CPU-intensive,0
47,2026-07-17 22:05:46,14,14,767,156,1340,56.7,1.0,14,0,keda,baseline,0,0.0035529956221580505,CPU-intensive,0
48,2026-07-17 22:06:47,14,14,761,156,1242,175.3,1.0,14,0,keda,baseline,0,0.004479195922613144,CPU-intensive,0
49,2026-07-17 22:07:48,14,14,710,156,1264,40.7,1.0,14,0,keda,baseline,0,0.004239846020936966,CPU-intensive,0
50,2026-07-17 22:08:48,14,14,764,156,1372,75.7,1.0,14,0,keda,baseline,0,0.0038440339267253876,CPU-intensive,0
51,2026-07-17 22:09:49,14,14,795,156,1378,103.6,1.0,14,0,keda,baseline,0,0.0031869858503341675,CPU-intensive,0
52,2026-07-17 22:10:50,14,14,713,156,1223,46.6,1.0,14,0,keda,baseline,0,0.0029937364161014557,CPU-intensive,0
53,2026-07-17 22:11:50,14,14,635,156,1002,39.4,1.0,14,0,keda,baseline,0,0.003245193511247635,CPU-intensive,0
54,2026-07-17 22:12:51,14,14,633,156,802,41.2,1.0,14,0,keda,baseline,0,0.004150904715061188,CPU-intensive,0
55,2026-07-17 22:13:51,14,14,533,156,688,96.5,1.0,14,0,keda,baseline,0,0.0034119002521038055,CPU-intensive,0
